Ticker,Valoración de medias móviles,Volumen,Última,Media móvil simple (20),Media móvil simple (50),Media móvil simple (200),Banda superior de Bollinger (20),Banda inferior de Bollinger (20),"Nivel MACD (12, 26)","Señal MACD (12, 26)",Índice de fuerza relativa (14)
CCL1/N,Fuerte Compra,8490,380.51999,355.2389995,343.4631998,,404.95173514,305.52626386,13.91432778,9.12552703,57.2321661
MSFT,Vender,8225,4523.7402,4734.70547,4695.938186,3895.0133995,5081.54082929,4387.87011071,-17.73032285,32.04041216,42.34935809
DKNG,Fuerte Compra,7980,870.62,801.9575015,,,889.22532531,714.68967769,11.73125091,7.3823043,55.37754172
MRNA,Fuerte Venta,7897,1211,1432.853,1563.375798,,1620.78555327,1244.92044673,-82.47828635,-59.84452136,32.29613518
DIS,Comprar,7338,2866.3501,2889.770515,2760.7938,2632.8740965,2987.96932409,2791.57170591,40.10095079,49.51428201,50.73723893
MRK,Vender,6692,1821,1863.436,1814.284002,1748.2448495,1911.57336818,1815.29863182,4.53029723,14.78910915,45.24899561
MU,Fuerte Venta,6685,965.01001,990.262001,1070.8834024,1055.56714925,1039.35790476,941.16609724,-22.6476903,-25.6593391,39.09220945
M,Comprar,6646,160.00999,152.111499,149.9239992,226.4012991,170.07467485,134.14832315,3.95832162,1.99770916,55.28257607
AMD,Neutral,5934,1748.17,1839.5225,1625.355994,1194.8938505,1990.48919676,1688.55580324,34.01929399,69.16243421,47.52605486
BABA/N,Vender,5908,5850.4702,6035.017495,5786.777972,4756.239541,6604.18131556,5465.85367444,101.38125796,153.9431455,46.1483186
QCOM,Neutral,5647,2450,2526.639985,2326.453398,1883.3905495,2665.15665984,2388.12331016,43.77302222,74.59927637,48.70203998
FLEX/N,Fuerte Compra,5180,231,226.8919985,217.6534,,260.23856739,193.54542961,5.77809902,6.28057896,53.26439335
TCEHY/N,Fuerte Venta,5178,1418,1497.0405,1532.2156,1205.06564895,1582.94387301,1411.13712699,-17.92499087,-7.1723887,40.80127809
CMS1,,5088,1333.24,,,,,,,,
MEDICA/B,Fuerte Compra,5057,21.450001,18.3234999,16.45779996,17.44810001,20.97894158,15.66805822,1.21290059,0.97624054,86.12519502
RIG/N,Fuerte Venta,4987,22.42,32.4595001,41.02139996,86.51570017,50.37455755,14.54444265,-5.4055535,-4.95409449,30.53230522
WFC,Fuerte Venta,4582,510.17001,533.004505,550.964801,728.4705504,554.18431779,511.82469221,-9.21938321,-8.86438815,36.33012707
LFC/N,Comprar,4391,256.14999,241.2599985,255.5604014,268.50275035,267.9167536,214.6032434,-0.7455948,-3.92689162,55.18311867
FB,Vender,4330,5865.7598,6113.788,5727.565602,4661.4222615,6704.58431414,5522.99168586,115.242592,185.62417458,45.63369336
NVDA,Comprar,4251,10862.36,11096.667,10083.658988,7013.1792405,12187.81468672,10005.51931328,308.83462477,451.61388999,50.99111614
UBER,Fuerte Compra,4136,755.28003,702.149002,712.6183998,679.76039995,767.81452862,636.48347538,9.73043706,3.54799052,59.43918152
NOK/N,Fuerte Venta,4066,88.93,106.61399985,104.20639984,85.4328497,121.41219344,91.81580626,-3.38299042,-0.74455365,24.27336676
TSM/N,Neutral,4039,1703,1746.061,1649.829002,1246.61145055,1810.19416612,1681.92783388,15.13879323,32.23610775,47.96602555
LUV,Comprar,4002,843.89001,810.486999,770.4040002,880.8035499,887.98298718,732.99101082,27.02012322,23.58014687,58.61029607
JWN,Fuerte Venta,3610,330,346.049997,346.7415978,,377.77856639,314.32142761,-4.81415075,-6.64441403,43.80530509
FSHOP/13,Fuerte Venta,3607,5.93,5.97169835,5.89492516,7.79589977,6.14904995,5.79434675,0.02486967,0.01927219,48.31669998
CSCO,Fuerte Venta,3346,860.71997,915.848999,994.7043976,951.84914925,963.72526314,867.97273486,-35.84568974,-32.45707536,25.8261609
STZ,Fuerte Compra,3009,4090.75,3956.435,3995.930398,3726.2764985,4117.71176863,3795.15823137,25.86753563,3.30748879,57.94822424
PYPL,Vender,2892,4172.6602,4353.772005,4201.92861,3010.100303,4641.02782799,4066.51618201,3.76773319,58.13506587,44.89415384
VZ,Vender,2856,1295.01,1302.9605,1280.1844,1229.0078,1325.52909807,1280.39190193,5.29555465,7.42804225,49.04961061
MAXCOM/A,Fuerte Venta,2793,1.29,1.495,1.333,1.9743499,1.76544408,1.22455592,-0.01698899,0.02795203,37.85034067
TTWO,Fuerte Venta,2782,3412,3685.98247,,,4183.73592511,3188.22901489,145.35846027,223.31173753,48.45123326
BYND,Fuerte Compra,2749,2970,2819.88,2900.126398,2381.140797,2983.24366788,2656.51633212,-5.81778011,-21.31237886,56.07039672
AMAT,Fuerte Venta,2693,1190,1385.443495,1396.12899,1172.9812978,1542.64332358,1228.24366642,-39.28029733,-14.96589101,30.62952722
NEM,Fuerte Compra,2636,1455.6899,1447.617995,1454.058796,,1513.97315803,1381.26283197,-7.44153323,-3.95375971,50.42128207
WBA,Fuerte Venta,2615,760,866.349499,906.5821978,1005.39134555,989.32758748,743.37141052,-38.35605054,-29.21255844,22.31733942
VMW,Fuerte Venta,2601,2987.3701,3105.70801,3150.347206,,3294.5152117,2916.9008083,-38.14835658,-20.58783108,42.81433564
WYNN,Fuerte Venta,2474,1763.51,1869.1725,1785.744604,2012.9797495,1986.09001073,1752.25498927,15.09832551,30.93926067,43.87721205
T,Fuerte Venta,2309,628,652.5275025,664.130002,702.26919985,672.95968596,632.09531904,-7.98007978,-6.22983777,34.85041948
JPM,Fuerte Venta,2306,2164.6001,2198.664525,2185.926212,2311.224155,2267.52180189,2129.80724811,-0.078815,2.76770102,45.73393191
SNAP,Fuerte Compra,2281,512.13,485.097501,506.881799,,516.51880992,453.67619208,1.99273773,-1.87069761,56.61941322
KO,Fuerte Compra,2156,1085.77,1075.6115,1059.2651984,1066.19859865,1119.89561511,1031.32738489,11.15532103,9.54506812,53.20671334
APA,Fuerte Venta,2140,284.20001,326.5535015,319.3694018,481.3374009,365.65356341,287.45343959,-6.78858078,-1.45630349,33.65240199
TJX,Vender,2050,1190,1217.7305,1198.665802,1113.62335185,1323.7947625,1111.6662375,-1.34158105,0.87786188,48.32513201
CRM,Fuerte Compra,2000,5401,5142.09151,4672.548596,3845.6564525,6533.61700544,3750.56601456,321.84703247,336.71167614,56.12790117
TECK/N,Neutral,2000,256,236.799,305.6698,419.46565015,275.54028632,198.05771368,-8.14471186,-16.42220225,49.42233787
PTON,Fuerte Compra,1948,1961.86,1626.49599,1511.818596,,2007.66604875,1245.32593125,110.02030288,88.32175919,64.17508688
INTC,Fuerte Venta,1787,1062.1801,1090.11201,1168.921404,1235.2188495,1126.31712151,1053.90689849,-18.97174936,-22.23007399,39.27344023
HAL,Vender,1680,324.10999,354.191497,323.5695984,321.8890995,382.40089928,325.98209472,2.78933367,8.66072637,40.72468652
YUMC,Fuerte Compra,1669,1149.02,1100.328505,960.3679998,,1214.11004026,986.54696974,53.59136037,53.40135761,64.84297157
MGM,Fuerte Compra,1666,495,489.6685,425.1594,455.3699493,527.09437551,452.24262449,22.79694032,25.39306329,56.94785769
TWTR,Neutral,1587,850,872.2245,831.4512024,703.06735155,933.36520399,811.08379601,9.78613064,18.3789777,47.84987087
VISTA/A,Fuerte Venta,1585,58.02,68.9859996,71.98320006,99.01859989,79.33499417,58.63700503,-3.43843937,-2.47499217,10.99714857
LRCX,Fuerte Venta,1567,6500.6299,7586.21246,,,8831.22457695,6341.20034305,438.17143611,,40.8639053
SNY/N,Fuerte Venta,1567,1117.5,1136.23851,1158.282406,999.19925125,1190.41375653,1082.06326347,-9.7160724,-9.42831427,45.96011311
SDC,Fuerte Compra,1504,230,196.8749995,181.2384002,,240.61211775,153.13788125,9.08342256,4.44759387,62.02716184
AMZN,Vender,1378,70240,72756.5893,70531.15942,51734.66572,77478.00683056,68035.17176944,397.83955585,1179.67382029,45.555434
URBI,Fuerte Venta,1352,12.8,14.8575,16.18940004,17.64650003,17.2368434,12.4781566,-0.94431242,-0.7350631,8.20248952
GOLD/N,Fuerte Compra,1342,650,638.1275025,630.8765994,498.32624935,674.04749902,602.20750598,1.64230026,2.43550235,54.34582331
HTZ,Fuerte Venta,1327,30.549999,32.2229999,33.14339992,165.4367496,34.49522442,29.95077538,-1.06433247,-1.01698962,40.71680395
CRWD,Fuerte Compra,1256,2747.6101,2594.56651,2479.320012,,3093.43651297,2095.69650703,115.49660835,108.83566547,56.48789462
VLO,Fuerte Venta,1239,1031,1167.597,1223.879398,1437.4990023,1271.27803435,1063.91596565,-43.75269722,-31.59924599,30.46240532
BA,Fuerte Venta,1237,3448.95,3755.988005,3859.305216,4593.5119025,3990.41134792,3521.56466208,-77.54440856,-46.62448518,34.77903598
IDEAL/B-1,Comprar,1190,37,36.15,36.4432,33.32885012,38.77868789,33.52131211,0.2877073,0.11512087,55.23382182
FSLY,Fuerte Venta,1146,1785,1884.139,1933.521,,2156.31585941,1611.96214059,-23.0432181,3.96641379,45.80634256
RCL,Fuerte Compra,1143,1495.01,1433.404495,1261.883194,1467.79449845,1602.43611712,1264.37287288,80.6889395,79.50487268,61.22861711
ZS,Neutral,1132,2871.98,2930.661,2470.112796,,3384.30773471,2477.01426529,184.17245882,214.61270378,51.83809368
CULTIBA/B,Fuerte Compra,1106,11.02,10.6395,11.0364,10.9855,11.16957452,10.10942548,-0.07787536,-0.14030043,58.96233934
ALXN,Fuerte Compra,1100,2400,2329.63749,2395.611388,2205.4590935,2488.46580239,2170.80917761,10.50463885,-9.63715936,53.25042171
RNG,Fuerte Venta,1027,5606.7002,6246.852535,5476.200638,,6918.28807074,5575.41699926,213.21678224,334.69273366,43.87183939
UPM/N,Fuerte Compra,1019,666.95001,636.563999,,,686.22247927,586.90551873,3.67724541,1.42709281,61.56583084
FINN/13,Fuerte Venta,1014,4.72,4.891,5.0624,6.12305,5.08837274,4.69362726,-0.07700253,-0.0637647,35.42107214
ERIC/N,Vender,1004,238.89999,254.489497,243.0900002,178.6164503,270.56105403,238.41793997,-1.08977038,2.57836352,39.55607138
MFRISCO/A-2,Fuerte Compra,996,3.8,3.6285,2.877,,3.89142775,3.36557225,0.22885107,0.26031173,69.47302008
FPLUS/16,Fuerte Compra,940,12.37,12.3045,12.0406,11.6041,12.61494967,11.99405033,0.07988923,0.094516,61.19660146
X,Fuerte Venta,937,158.39,170.487,168.0330002,182.66834985,180.36827138,160.60572862,-1.63850679,-0.31353674,39.69893987
TEAK/CPO,Comprar,911,3.8,3.6335,3.9546,6.30680002,3.86948941,3.39751059,-0.06751069,-0.11978323,53.63849436
ESTC/N,Comprar,871,2166.6001,1984.033495,,,,,301.3194593,,62.63117446
WMT,Comprar,869,3000.1201,3004.67151,2943.011008,2642.672251,3221.38100457,2787.96201543,46.25265723,46.64250102,49.86386849
SYK,Fuerte Compra,851,4459,4270.06301,4163.989606,3717.707052,4483.95732682,4056.16869318,41.98357892,31.76160115,57.94063501
RDS/A,Fuerte Venta,850,610,653.9485015,696.3864002,861.3935496,705.1132057,602.7837973,-24.39025037,-21.47176653,30.04990114
BP/N,Fuerte Venta,848,434.5,484.3585015,510.8215996,627.2140986,551.09053071,417.62647229,-22.55240793,-18.06276901,25.82302007
DEO/N,Fuerte Venta,724,2968.1101,3010.859975,3133.858792,3067.297798,3196.83857994,2824.88137006,-53.19292193,-45.01886203,45.83831896
NFLX,Vender,680,10673.51,11152.579,11149.067,8876.4250545,12110.24390563,10194.91409437,45.82657228,118.06933783,43.06964992
SQ,Neutral,644,3092,3331.10949,3068.298598,1867.99195005,3663.01799784,2999.20098216,36.01487765,106.08338049,45.27839825
VALE/N,Vender,625,245,247.2354985,247.018399,227.1691501,256.31706572,238.15393128,-1.16523939,-0.59648965,47.94799477
OPK,Fuerte Venta,619,65.980003,88.02349995,100.40000036,106.97190001,127.69243309,48.35456681,-11.32475541,-8.84928919,32.46406187
LVS,Fuerte Compra,584,1110,1092.6865,1057.7029998,1123.63535,1144.30408781,1041.06891219,18.63625471,17.14371774,54.83005861
CMCSA,Comprar,557,962.65002,966.558502,949.5053998,881.75320085,987.44354101,945.67346299,3.78652566,6.55896334,50.31322266
GILD,Fuerte Venta,551,1399.99,1450.8,1574.0244,1545.3192505,1528.35058407,1373.24941593,-45.6852822,-48.18784308,35.55499165
DDOG,Fuerte Venta,550,1777.4399,1823.098495,1926.830194,,1960.79320988,1685.40378012,-47.50533968,-41.712896,45.44803026
CADU/A,Vender,528,6.48,6.6515,6.6956,6.3155,6.91767851,6.38532149,-0.05619297,-0.02428074,34.99311314
BNTX/N,Vender,523,1373,1421.74,,,1666.15071499,1177.32928501,-105.3600915,-101.91649538,46.10422052
OXY1,Fuerte Venta,522,237.7,290.964001,349.3760004,,348.16466014,233.76334186,-27.5269306,-24.83020221,24.37689986
SHOP/N,Vender,521,20485,22370.35455,22450.73008,14322.8638685,24586.64079207,20154.06830793,-350.64875971,18.16834155,40.59286674
FNOVA/17,Vender,519,19,19.00099955,18.99179982,,19.45301431,18.54898479,0.08649626,0.04407514,47.19985853
LULU,Vender,508,6850,7704.68701,7229.894218,5045.373502,8660.84152609,6748.53249391,197.68663456,298.8635278,36.83105746
PRGO/N,Fuerte Venta,500,1043.65,1170.1925,1165.881002,,1276.35587709,1064.02912291,-29.7373834,-12.46697942,34.26760814
EDU/N,Fuerte Compra,495,3199.96,3156.986505,3005.153006,2155.4282,3454.76794702,2859.20506298,55.25700568,49.08817209,54.13631154
EA,Fuerte Venta,450,2759,3063.61899,3088.508818,2475.199955,3350.20623137,2777.03174863,-75.66263343,-32.9226844,27.22792809
UAA,Vender,438,227.46001,226.406002,228.6636,299.6930492,243.30795648,209.50404752,-0.47991963,-1.55980202,49.90680541
FTNT,Fuerte Venta,436,2511,2843.482505,2965.814604,,3073.74793905,2613.21707095,-79.4745873,-45.92139744,24.31099493
GOOGL,Vender,426,33270.469,34773.7059,34215.10674,29984.86412,36949.3956851,32598.0161149,51.98721215,356.26994227,40.89352103
FDX,Fuerte Compra,420,4908.2002,4748.73552,4157.523,3217.82065,4991.64975819,4505.82128181,216.57276167,246.48233491,71.88836796
TWLO,Vender,418,5027,5516.45303,5559.453408,3398.8401555,6082.91666093,4949.98939907,-93.47792091,-0.17093276,38.82348599
CDEV,Fuerte Venta,413,12.6,16.14250005,18.22659994,,20.42322373,11.86177637,-1.76876071,-1.46068753,27.87246201
SMSN/N,Fuerte Compra,403,26752.609,26154.2156,25137.75828,22392.561015,27822.70906316,24485.72213684,178.39633024,290.5841111,61.84474415
CTSH,Fuerte Compra,400,1425,1323.074505,1254.2782,1350.241899,1585.45103679,1060.69797321,57.71521353,42.83686386,58.97217546
UL/N,Fuerte Compra,387,1332.5,1334.678,1278.4798,1180.072249,1366.8566983,1302.4993017,12.34059335,16.41776966,57.47700234
GOOG,Vender,367,33552,34951.46995,34243.86222,29981.070535,37273.96983855,32628.97006145,123.65092017,430.03276633,42.85303616
EOG,Fuerte Venta,336,889,1062.7045,1030.233599,1498.54399775,1293.64733841,831.76166159,-53.27175396,-33.68534722,35.06267044
ETSY,Fuerte Venta,334,2441.27,2710.980005,2600.956404,,3074.85092713,2347.10908287,-52.81526776,4.41207527,38.99209242
AXP,Fuerte Compra,333,2240,2204.813505,2172.731396,2219.1075465,2315.81109028,2093.81591972,22.5350793,18.24195955,53.29892484
SPOT/N,Vender,332,5290,5775.817015,5868.75,3893.5268945,6439.72978614,5111.90424386,-103.91667056,-5.58879767,38.41259661
SBUX,Fuerte Compra,319,1852.5,1807.91199,1736.696198,1692.89975,1946.71424564,1669.10973436,42.61749184,39.92392928,58.53182881
SPG,Vender,313,1475,1485.4755,1455.110602,,1563.3724654,1407.5785346,13.59895194,11.92178198,49.35750924
HLT,Fuerte Compra,301,2009.55,1939.97149,1811.88839,1675.9388495,2082.07264184,1797.87033816,56.22981764,53.48998226,65.5288353
AGNC,Fuerte Venta,300,307,310.502502,305.5718006,313.7415997,319.67588834,301.32911566,1.10864225,1.75864955,46.55562972
ADBE,Neutral,292,10277,10605.43749,10196.703818,7962.616558,11744.55712052,9466.31785948,180.86076106,279.88635718,46.25948725
TXN,Comprar,287,2990,2995.22599,2836.657592,2493.530599,3182.60940829,2807.84257171,67.4116605,71.16361548,52.37640192
EXPE,Comprar,286,2108,2037.537505,1940.953402,,2299.04761245,1776.02739755,73.37506477,70.02483344,57.34087971
NKE,Fuerte Compra,264,2468.01,2432.77151,2302.6984,2063.0422985,2539.49573535,2326.04728465,47.98172769,54.56230983,59.84151527
ASML/N,Vender,259,7681.3901,8276.321985,7833.555148,5227.845645,8602.37051658,7950.27345342,77.46103112,159.17426064,34.57272956
ROST,Fuerte Venta,247,2012.75,2031.7625,2020.463596,2042.7454015,2134.27969307,1929.24530693,4.19415414,1.81666571,49.30798851
VINTE,Vender,230,27.99,27.993,27.97719624,28.0489343,28.00728286,27.97871714,-0.01282285,-0.01814024,47.04146874
BIDU/N,Fuerte Venta,219,2551.0701,2703.99451,2752.791592,2516.70155,2864.23027802,2543.75874198,-36.01592352,-15.07348335,38.10561003
GSANBOR/B-1,Fuerte Venta,218,18.299999,18.40700035,19.08580014,22.04154995,19.78343289,17.03056781,-0.26789889,-0.26832008,42.80410292
BMY,Fuerte Venta,215,1271,1360.5315,1345.723398,1288.002751,1451.22277505,1269.84022495,-18.26804987,-4.51073022,32.52641447
AMGN,Vender,202,5292,5543.38801,5461.615804,4347.9577965,5810.9755747,5275.8004453,31.58439467,49.5313676,41.88542317
DHR,Neutral,200,4321.5,4510.888525,4181.374394,2938.950205,4771.87433435,4249.90271565,56.77218612,114.59625288,44.98864317
AMX/A,Fuerte Venta,200,13.05,13.99,14.3182,15.01324997,15.15089621,12.82910379,-0.32191431,-0.24751014,25.38248242
VIPS/N,Fuerte Venta,194,356,412.371499,438.6253998,287.72140005,543.5320858,281.2109122,-28.44571793,-23.9475205,30.92787991
DOCU,Vender,187,4550,4778.83052,4632.124592,,5584.91103577,3972.75000423,75.31154879,136.4447557,46.09416847
CL,Vender,180,1670,1698.8755,1679.712404,1405.162797,1760.6453585,1637.1056415,7.87618862,17.26518699,46.48500489
TSN,Fuerte Venta,177,1319.5,1403.301,1404.760602,,1476.43366873,1330.16833127,-11.3290817,-3.30020621,35.80701246
SE/N,Vender,165,2996.5,3229.99501,2841.5002,,3701.14782649,2758.84219351,99.28513945,172.53592614,46.6406575
BRKB,Fuerte Compra,161,4750,4690.460475,4473.887374,4298.4126945,4849.87852836,4531.04242164,73.0013443,85.21606353,57.76672081
EBAY,Vender,161,1157.16,1217.629005,1238.784002,873.2436514,1333.19284746,1102.06516254,-24.43097396,-10.51194149,42.18078002
CDNS,Neutral,160,2202.75,2329.942975,1743.091592,,2534.38029481,2125.50565519,171.1660831,226.73508702,56.44101472
HON,Comprar,156,3583,3588.940005,3419.654806,3308.398998,3725.53272631,3452.34728369,55.79276657,65.56370776,53.55560497
GS,Fuerte Venta,156,4372,4518.944,4558.180214,4309.5080025,4658.26340535,4379.62459465,-29.69837207,-14.32684485,39.42118808
ACTINVR/B,Neutral,156,8.75,8.7205,8.8082,9.77255,8.92858412,8.51241588,-0.02003949,-0.03183736,50.69510953
AYX,Fuerte Venta,148,2392.6399,2517.625485,,,2731.20775473,2304.04321527,-172.66473321,,30.87315913
CNK,Fuerte Venta,148,294,302.815,286.4692002,,370.29856941,235.33143059,13.50879533,13.14346774,47.30724079
RTX,Fuerte Venta,146,1278,1352.508505,1365.223802,,1415.97705842,1289.03995158,-15.18391542,-10.11530857,33.49082692
VRTX,Fuerte Venta,140,5642,6035.458475,6250.700392,4605.9443535,6433.98532584,5636.93162416,-162.53053757,-119.43487081,34.88602985
LYFT,Vender,130,653.59003,648.104006,684.3628014,,717.00206786,579.20594414,-12.1412835,-16.20577992,49.85395376
ISRG,Comprar,129,15525,15020.96,13168.6522,,17117.57331285,12924.34668715,861.56016195,858.87446076,59.99918358
CIE/B,Comprar,122,5,4.9315,4.7954,9.1575,5.16424664,4.69875336,0.05093942,0.04108419,58.44792915
MONEX/B,Fuerte Venta,121,11.8,12.06,12.5148,12.21715,12.74234888,11.37765112,-0.22180882,-0.22165913,4.14851252
MRO,Fuerte Venta,121,97.989998,122.01349875,132.3537993,196.90119949,145.58379012,98.44320738,-7.20746576,-4.04634355,28.74921557
CAT,Fuerte Compra,118,3302,3145.88799,3044.086186,2759.987051,3276.18856299,3015.58741701,53.53306308,44.38786018,68.60642903
CPE,Fuerte Venta,110,121.96,167.9479975,227.8271984,,245.65021875,90.24577625,-31.99428334,-30.145057,26.78131872
W,Fuerte Venta,105,5473.6099,,,,,,,,
NVAX,Fuerte Venta,100,1965,2647.718995,,,3610.51655204,1684.92143796,-321.22882706,-240.63771104,36.46414714
HD,Vender,85,5980,6175.805,5990.148014,5037.468506,6550.7902538,5800.8197462,-32.74619678,29.6515404,45.23453777
FCX,Fuerte Compra,83,345.29999,330.0470005,310.1152022,237.83615045,357.18039776,302.91360324,11.01365783,11.37229823,63.34675035
